car_park_id,address,x_coordinate,y_coordinate,parking_system_type,short_term_parking,whole_day_parking,0700to1900_parking,0700to2230_parking,free_parking,night_parking,car_park_basement,0700to1700_motorcars_rate,1700to0700_motorcars_rate,0700to2230_motorcycle_per_lot,22300to0700_motorcycle_per_lot
TP32,BLK 107/108/110-112 LORONG 1 TOA PAYOH,29572.6442,35915.372,COUPON PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
TP33,BLK 205 TO 207 TOA PAYOH NORTH,29531.7522,36074.2751,COUPON PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP34,BLK 49 TO 52 LORONG 5 TOA PAYOH,30127.27,35573.46,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP36,BLK 43 TO 48 LORONG 5/6 TOA PAYOH,30279.3739,35381.5377,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
TP4A,BLK 4A LORONG 7 TOA PAYOH,30471.7791,35715.3312,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP40,BLK 241-259/25-27 KIM KEAT LINK/AVENUE,30603.6943,34876.733,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP41,BLK 253/254/256 KIM KEAT AVENUE,30773.92,34907.95,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP43,BLK 19 TO 23 LORONG 7 TOA PAYOH,30663.1798,35221.9322,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP48,BLK 8 LORONG 7 TOA PAYOH,30599.96,35527.39,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
TP49,BLK 4/5 LORONG 7 TOA PAYOH,30495.5625,35670.9258,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP50,BLK 1 TO 3 LORONG 7 TOA PAYOH,30349.5891,35671.9011,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP52,BLK 210 TO 215 LORONG 8 TOA PAYOH,30361.63,35951.68,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP53,BLK 216 TO 221 LORONG 8 TOA PAYOH,30474.3865,36065.9505,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP54,BLK 222 TO 224 LORONG 8 TOA PAYOH,30574.9288,35955.0251,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP56,BLK 1 TO 21 LORONG 8 INDUSTRIAL PARK,31018.2569,35434.7302,COUPON PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP57,BLK 1002 TO 1004 LORONG 8 TOA PAYOH,31025.8295,35236.265,COUPON PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP59,BLK 1003/1004 TOA PAYOH INDUSTRIAL PARK,31047.58,35155.12,COUPON PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP60,BLK 236 TO 240 TOA PAYOH LORONG 1,30107.83,35814.16,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
TP61,BLK 190 TOA PAYOH CENTRAL MSCP,29669.5764,35018.5085,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP62,BLK 199 TO 201 TOA PAYOH NORTH,29907.7722,35952.8982,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP63,BLK 202 TO 204 TOA PAYOH NORTH,29748.8203,35990.7969,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP64,BLK 199 & 203 TOA PAYOH NORTH,29813.3984,36054.5,COUPON PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP65,BLK 62B LORONG 4 TOA PAYOH,29973.9188,35315.1935,COUPON PARKING,NO,NO,NO,NO,NO,NO,NO,0.6,0.6,0.65,0.65
TP66,BLK 19 LORONG 6 TOA PAYOH,30567.354,35273.679,COUPON PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
TP67,BLK 25-27/257-259 KIM KEAT AVENUE,30647.8392,34994.1728,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP68,BLK 196 KIM KEAT AVENUE,30890.764,34815.7549,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
TP7,BLK 100/103-106 LORONG 1 TOA PAYOH,29719.04,35774.23,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP8,BLK 91-96/98/100 LORONG 3 TOA PAYOH,29684.0801,35728.6552,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TP8A,BLK 91-92 LOR 3/4 TOA PAYOH LORONG 3 TOA PAYOH,29791.3108,35569.197,COUPON PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TRM,BLK 14A KAMPONG ARANG ROAD,33602.3061,31409.6032,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TRS,BLK 14 KAMPONG ARANG ROAD,33581.4137,31444.7784,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TR1,BLK 102/107 TOWNER ROAD,31092.8691,33554.6172,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
TWM1,BLK 154A JALAN TECK WHYE,19566.0155,40125.5448,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TWM2,BLK 158A JALAN TECK WHYE,19459.5932,40178.8656,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TWM3,BLK 160A JALAN TECK WHYE,19541.9487,40262.0437,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TWM4,BLK 165 TECK WHYE CRESCENT,19166.6753,40542.0167,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TWM5,BLK 153 JALAN TECK WHYE,19687.1465,40113.8175,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
TWM6,BLK 161 JALAN TECK WHYE,19638.7886,40229.3595,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TW1,BLK 25/26 TECK WHYE LANE,19301.8301,39963.4141,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
TW2,BLK 15-20 TECK WHYE LANE,19225.6875,40080.8281,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TW3,BLK 8/11 TECK WHYE LANE,19229.041,40255.5469,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TW4,BLK 1/7 TECK WHYE AVENUE,19072.5156,40448.2227,ELECTRONIC PARKING,NO,NO,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TY1,BLK 1A TOH YI DRIVE,21441.5507,35689.479,COUPON PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
TY2,BLK 1-19 TOH YI DRIVE,21359.8594,35627.5039,COUPON PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
TY3T,BLK 17/18 TOH YI DRIVE,21219.4283,35808.8247,COUPON PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
TY4,BLK 21 TOH YI DRIVE,21172.689,35626.0278,COUPON PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
T1,BLK 101/108 TAMPINES STREET 11,40645.1002,36633.3607,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T11,BLK 149/151 TAMPINES STREET 12,40241.5939,36993.2916,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
T12,BLK 156/160 TAMPINES STREET 12,40513.9859,37022.0319,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
T13,BLK 161/166 TAMPINES STREET 12,40511.1172,36794.0234,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T15,BLK 201A/201C TAMPINES STREET 21,41292.6602,37256.6602,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
T16,BLK 202/205 TAMPINES STREET 21,41242.6367,37183.9531,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
T17,BLK 201D/209/208A TAMPINES STREET 21,41349.1055,37121.3281,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
T18,BLK 201E TAMPINES STREET 21,41423.7376,37254.2715,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
T19,BLK 210/230 TAMPINES STREET 23,41357.6797,37403.3437,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T20,BLK 231/238 TAMPINES STREET 21,40691.5398,37589.1246,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
T24,BLK 239/244 TAMPINES STREET 21,40682.5014,37392.3908,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
T25,BLK 245/248 TAMPINES STREET 21,40663.4797,37197.2727,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
T26,BLK 249/266 TAMPINES STREET 21,40884.9727,37147.543,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T27,BLK 251/253 TAMPINES STREET 21,40784.043,37234.2773,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T28,BLK 257/260 TAMPINES STREET 21,40918.3711,37369.6133,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T29,BLK 255/264 TAMPINES STREET 21,41092.9461,37347.4683,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T3,BLK 109/114 TAMPINES STREET 11,40700.7059,36530.5002,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T30,BLK 267/271 TAMPINES STREET 21,40920.2995,37019.6152,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T31,BLK 268-270 TAMPINES STREET 21,40760.3906,37026.1929,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T32,BLK 272-275 TAMPINES STREET 22,41035.0411,36785.1588,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T33,BLK 276/282 TAMPINES STREET 22,41243.9538,36627.3316,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T34,BLK 283/286 TAMPINES STREET 22,41284.2492,36781.636,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
T35,BLK 287/298/299A/299B TAMPINES STREET 22,41456.957,36778.5156,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
T37,"BLK 801, 820, 897/898 TAMPINES AVENUE 4/STREET 81",39468.8647,36543.2578,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T38,"BLK 902-916, 942-946 TAMPINES STREET 91",39932.1232,36937.4179,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T39,BLK 921-941 TAMPINES STREET 91,39926.9824,36424.8207,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
T4,BLK 124/127 TAMPINES STREET 11,40964.6909,36395.5354,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T41,BLK 821/829 TAMPINES STREET 81,39350.702,36706.421,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T42,BLK 824/827 TAMPINES STREET 81,39062.7271,36823.2135,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
T43,BLK 831/841 TAMPINES STREET 83,39241.8985,37029.2046,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
T44,BLK 830/840 TAMPINES STREET 82,39357.5533,36980.6496,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
T45,BLK 843/855 TAMPINES STREET 83,39338.9023,37240.9629,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T46,BLK 842/856 TAMPINES STREET 82,39486.3058,37178.0754,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
T47,BLK 857/864 TAMPINES STREET 83/AVENUE 5,39527.3164,37445.0986,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T47A,BLK 864B TAMPINES STREET 83,39328.7136,37444.6416,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T47L,BLK 519 TAMPINES CENTRAL 8,39821.519,37570.2027,ELECTRONIC PARKING,NO,NO,NO,NO,NO,NO,NO,0.6,0.6,0.65,0.65
T48,BLK 865/874A TAMPINES STREET 83/84,39076.7194,37331.671,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
T49,BLK 875/886A TAMPINES STREET 84 /AVENUE 8,38918.6987,37122.0189,COUPON PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
T49A,BLK 882A TAMPINES STREET 83,39139.9893,37058.3736,COUPON PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T50,BLK 887-889 TAMPINES STREET 81/AVENUE 3,38870.9497,36981.7596,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
T51,BLK 894-896 TAMPINES STREET 81,38948.9356,36763.5017,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
T54,BLK 513 TAMPINES CENTRAL 1,40286.9005,37300.6184,COUPON PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
T55,BLK 501/508 TAMPINES CENTRAL 1,40456.9061,37597.9862,ELECTRONIC PARKING,NO,NO,NO,NO,NO,NO,NO,0.6,0.6,0.65,0.65
T56,BLK 827A TAMPINES STREET 81,39079.6727,36911.3845,COUPON PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
T57,BLK 885A TAMPINES STREET 83,39101.1472,36984.4555,ELECTRONIC PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
T58,BLK 872A TAMPINES STREET 86,38884.7143,37492.6034,ELECTRONIC PARKING,YES,YES,NO,NO,NO,YES,NO,0.6,0.6,0.65,0.65
T7,BLK 136/138 TAMPINES STREET 11,40518.5548,36401.0077,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T7A,BLK 136A TAMPINES STREET 11,40498.7308,36344.861,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T72,BLK 401/417 TAMPINES STREET 41,40496.7609,37796.9601,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T73,BLK 418/424 TAMPINES STREET 41,40642.7732,37796.0139,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T74,BLK 425/428 TAMPINES STREET 41,40786.4727,37942.9375,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T75,BLK 429/432 TAMPINES STREET 41,41035.8679,37933.5266,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
T76,BLK 433/443 TAMPINES STREET 43,41168.0391,38026.2765,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
T77,BLK 472/484 TAMPINES STREET 43/44,41294.1032,38193.2412,ELECTRONIC PARKING,NO,NO,NO,NO,NO,NO,NO,0.6,0.6,0.65,0.65
T78,BLK 444/450 TAMPINES STREET 42,41120.082,37750.8945,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
T79,BLK 451/460 TAMPINES STREET 42,41482.7031,37721.6602,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
T8,BLK 137/139 TAMPINES STREET 11,40338.7812,36505.4414,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T80,BLK 461/471 TAMPINES STREET 44,41494.2122,37985.4918,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T81,BLK 485A/489C TAMPINES STREET 45/AVENUE 9,41871.9858,38044.2348,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
T9,BLK 140/148 TAMPINES STREET 12,40278.3039,36660.4761,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
UAM1,BLK 2A JOO SENG ROAD,33107.6324,35187.5516,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
UA2,BLK 3 TO 5 UPPER ALJUNIED LANE,33109.332,35098.3344,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
UA3,BLK 10/11/19 TO 21 JOO SENG ROAD,33265.027,35204.8735,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
UA4,BLK 8 JOO SENG ROAD,33075.3159,35275.3778,COUPON PARKING,YES,NO,NO,YES,NO,NO,NO,0.6,0.6,0.65,0.65
UA5,BLK 12 TO 18 JOO SENG ROAD,33326.6984,35410.4255,ELECTRONIC PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
UA6,BLK 2 UPPER ALJUNIED LANE,33101.2667,35157.3013,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
UBA4,- UBI AVENUE 4,34994.9175,35328.5373,COUPON PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
UBKM,BLK 13A UPPER BOON KENG ROAD,32179.7655,33010.5845,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
UBK2,BLK 11/15/18 UPPER BOON KENG,32237.8125,33097.6016,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
UBK4,BLK 19/20 UPPER BOON KENG,32537.2679,33063.4121,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
UBK5,BLK 38/39 UPPER BOON KENG,32522.9258,33422.543,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
UBM1,BLK 5 UPPER BOON KENG ROAD,32374.0247,32770.798,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
UBM2,BLK 8 UPPER BOON KENG ROAD,32125.5883,32822.4057,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
UCS,BLK 34 UPPER CROSS STREET CAR PARK,28950.0781,29897.9961,COUPON PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,1.6,0.6,0.65,0.65
U1,BLK 101/110 BUKIT BATOK WEST AVENUE 6,18391.6404,36723.769,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
U10,BLK 178/184 BUKIT BATOK WEST AVENUE 8,18029.1321,36437.8173,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
U11,BLK 166 BUKIT BATOK WEST AVENUE 8,17982.2826,36616.6603,ELECTRONIC PARKING,YES,NO,YES,NO,NO,NO,NO,0.6,0.6,0.65,0.65
U12,BLK 201/211 BUKIT BATOK STREET 21,18668.6078,36565.8437,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
U13,BLK 212/230 BUKIT BATOK STREET 21,19086.17,36658.92,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
U14,BLK 217/219 BUKIT BATOK STREET 21,19276.68,36568.93,COUPON PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
U15,BLK 231/237 BUKIT BATOK EAST AVENUE 5,19332.565,36778.361,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
U16,BLK 238/241 BUKIT BATOK EAST AVENUE 5,19291.0823,36949.9677,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
U17,BLK 242/253 BUKIT BATOK EAST AVENUE 2/5,19484.9573,36912.4024,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
U18,BLK 254/265 BUKIT BATOK EAST AVENUE 4,19699.5049,37022.2461,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
U19,BLK 266/284 BUKIT BATOK EAST AVENUE 3/4,19653.7625,36736.2392,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 1PM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
U2,BLK 111/132 BUKIT BATOK WEST AVENUE 6,18316.8368,36887.7302,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
U20,- BUKIT BATOK EAST AVENUE 2/6,19895.4902,36584.6445,COUPON PARKING,YES,NO,NO,YES,SUN & PH FR 7AM-10.30PM,NO,NO,0.6,0.6,0.65,0.65
U21,BLK 301/309 BUKIT BATOK STREET 31,18569.9729,37715.1464,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
U22,BLK 310/323 BUKIT BATOK STREET 32/33,18339.7245,38092.0958,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 7AM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
U23,BLK 407-426 BUKIT BATOK WEST AVENUE 2/4,18234.0951,38341.652,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 1PM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
U24,BLK 324/336 BUKIT BATOK STREET 32/33,18465.58,38439.7002,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 1PM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
U24T,BLK 333/334 BUKIT BATOK WEST AVENUE 4,18441.4863,38506.9696,ELECTRONIC PARKING,YES,YES,NO,NO,SUN & PH FR 1PM-10.30PM,YES,NO,0.6,0.6,0.65,0.65
